Gene_Name,CTRL_0,CTRL_1,CTRL_2,P4_0,P4_1,P4_2,IL1B_0,IL1B_1,IL1B_2,FSK_0,FSK_1,FSK_2,FSK_P4_0,FSK_P4_1,FSK_P4_2,P4_IL1B_0,P4_IL1B_1,P4_IL1B_2,FSK_IL1B_0,FSK_IL1B_1,FSK_IL1B_2,FSK_P4_IL1B_0,FSK_P4_IL1B_1,FSK_P4_IL1B_2
ACADSB,2.4502,2.4743,1.28172,2.56182,2.6456,1.45312,1.96098,1.92991,1.42707,3.61964,3.90475,3.02057,4.14384,3.92508,4.2025,2.70051,2.30108,2.11908,3.3473,3.67514,2.7162,3.54058,3.15114,2.26007
ACADVL,124.152,131.562,177.787,133.995,142.542,187.804,159.521,156.221,175.316,133.655,123.498,141.649,132.279,138.522,123.766,167.773,173.027,182.508,132.85,125.27,148.011,145.647,174.898,192.22
ACAP1,0.510829,0.740048,0.922789,0.851652,0.778091,1.44026,0.642587,0.588637,1.25687,0.876058,0.869786,1.06762,0.897659,0.661209,1.0111,0.783132,1.0796,1.40517,0.932892,0.831661,0.878166,1.08353,0.853609,1.21766
ACAP2,18.3706,18.1455,9.50391,19.2556,17.8383,10.1735,16.4425,16.7433,11.4693,20.795,21.1368,14.6548,21.4963,19.5995,20.7629,21.5572,19.5453,15.6768,20.4505,23.0762,15.754,22.5853,20.4707,13.138
ACAP3,18.9285,18.7373,33.9992,16.3769,18.2958,28.2289,21.0126,20.7289,25.529,21.4728,20.4669,21.8649,15.4197,16.7452,13.7321,17.3767,18.3014,19.5512,21.3945,18.5629,23.0552,16.7174,19.5023,24.3184
ACAT1,30.6923,35.0475,23.8469,34.2342,37.6078,26.9195,27.8287,28.7006,25.0962,32.5691,35.2224,29.3937,34.463,36.3355,37.191,28.8682,32.0782,27.9384,30.0815,35.5897,26.6509,32.4433,29.7063,24.4152
ACAT2,16.8546,18.7104,18.68,18.4829,24.3495,23.3577,10.4699,13.3762,10.0783,12.1587,14.9104,13.1297,16.219,15.6597,14.2358,13.0717,15.371,14.5634,8.8487,10.7753,9.89637,11.9376,13.8728,12.3313
ACBD3,30.5321,31.559,18.6683,29.5482,29.6111,18.631,34.1466,35.2959,27.455,29.0136,30.7735,23.8382,30.4865,30.9613,30.6177,33.0432,32.3626,28.2055,30.0304,34.6376,26.4204,33.5607,33.847,23.3067
ACBD4,2.79572,3.18944,3.73433,3.70844,3.64264,4.90846,2.56005,3.15623,3.40849,4.35246,3.85043,5.02086,4.21093,4.47975,4.10713,3.54462,3.58844,3.85315,3.89335,3.50359,3.89861,4.05851,4.10291,5.33939
ACBD5,14.2313,15.2008,8.68837,13.5617,14.0584,8.37095,12.9153,13.0403,10.3161,13.7904,14.6824,10.4223,15.114,14.0403,14.8177,13.3159,14.3114,11.1792,11.6741,14.5912,10.6583,13.6179,13.3985,9.24572
ACBD6,33.779,41.8062,39.1029,37.7491,41.8091,42.2816,36.2989,41.3106,40.6892,35.0183,39.5169,39.259,35.766,40.6754,36.5813,37.7401,42.5701,42.7013,38.1393,37.6268,37.0911,37.9947,44.2492,42.3353
ACBD7,1.30389,1.37408,0.885236,1.23324,1.2624,0.708986,1.10868,0.920576,0.792299,2.14361,2.38091,2.24581,1.79596,1.93069,2.30244,1.28632,1.06469,0.908476,2.01229,2.48713,1.71916,1.80581,1.68858,1.43058
ACCS,2.5343,2.9316,4.04707,2.96407,2.98796,4.45005,2.87026,3.00191,3.67449,4.7391,3.50882,4.36266,4.04291,4.23865,4.11643,3.37759,3.67641,3.47618,3.85246,3.81461,4.58365,3.71973,4.10963,5.24365
ACD,17.1045,16.9622,29.2892,20.0102,20.2711,28.0358,16.4993,19.4126,20.4901,15.8103,14.1749,16.9213,15.6923,17.9792,15.5864,16.3361,17.2067,18.0371,13.9537,10.8631,15.1022,15.0488,17.1622,21.8218
ACE2,0.146601,0.171878,0.111844,0.0784968,0.125013,0.079968,0.341796,0.321511,0.217158,0.284785,0.436104,0.26073,0.338806,0.140419,0.244721,0.35012,0.30155,0.280716,0.367471,0.317723,0.258604,0.347308,0.388491,0.268391
ACER2,0.908012,0.599205,0.669188,1.14504,1.06497,1.22905,0.674847,0.702742,0.684134,1.12166,0.970897,1.20644,1.22484,1.20207,1.24101,0.993844,1.17017,1.16012,1.08679,1.10176,0.804048,1.17176,1.28897,1.01639
ACER3,9.8255,10.3269,5.83573,9.40818,8.2396,4.86237,10.7939,11.1397,8.85374,9.83513,9.68032,6.9776,9.02418,8.56215,9.54105,9.43161,9.21944,7.38336,10.0423,11.2207,8.15588,9.75317,7.89274,5.90738
ACHE,0.0202701,0.0309997,0.058169,0.0362861,0.011482,0.0697577,0.135183,0.021813,0.0539957,0.0710951,0.0699453,0,0.0592383,0.0384311,0.0105912,0.0602043,0.0739633,0.0402267,0.0840488,0.0444804,0.173676,0.0754065,0.0453475,0.13697
ACIN1,44.3217,53.8852,63.1616,45.4625,52.2347,64.9703,43.7484,53.9545,55.1049,44.1847,52.8288,61.9695,44.2974,52.5655,49.5248,40.064,50.3999,53.6609,44.0208,45.1917,56.365,41.3797,54.6828,55.9148
ACLY,140.351,140.91,137.953,135.358,138.856,135.822,163.125,158.503,162.077,136.463,124.261,137.88,132.349,128.868,132.944,131.195,128.072,135.526,148.968,134.078,153.944,128.913,135.278,134.871
ACN9,3.01428,4.17738,2.41677,3.19768,3.30488,2.574,3.42643,3.84873,2.79806,2.38266,2.84276,2.45817,2.64138,3.37269,2.25836,2.90964,2.79494,2.90695,2.73252,3.14704,2.36972,2.71862,3.96114,2.24523
ACO1,47.1638,48.7455,41.9556,38.2955,38.9021,35.8522,63.6876,67.4634,61.3419,37.0504,37.0849,36.3272,34.4606,32.295,31.7379,48.7036,47.7107,47.7684,53.1561,52.8242,49.5799,38.9547,39.971,38.3733
ACO2,31.7067,36.4487,47.1619,32.964,37.8643,49.5329,36.7073,38.6693,41.7319,36.693,37.0573,42.7791,36.2486,42.7291,37.2838,32.6047,39.2509,39.9533,36.5875,35.0912,43.4722,36.3918,44.4404,48.1058
ACOT1,1.4869,1.02529,2.44385,1.51618,1.77216,2.12114,1.9029,1.87291,2.24067,2.13642,1.75959,2.22795,1.6502,2.56483,2.04164,1.56347,1.62999,1.58473,2.08733,2.08122,2.66023,1.91843,1.98168,2.35734
ACOT11,1.57733,1.59136,2.21556,1.65429,1.56456,2.36853,1.46933,1.50402,1.83809,1.04413,1.36576,1.38065,1.17391,1.45602,1.18678,1.78525,1.48063,1.62183,1.12492,0.718314,1.45471,1.68919,1.51339,1.80784
ACOT13,4.04126,4.39013,2.5677,4.60189,5.08698,3.06172,3.73611,4.34859,3.12798,4.82322,5.49047,4.38486,4.99815,5.85941,5.01899,4.29325,5.24229,4.21109,4.79883,5.97237,3.99518,5.09597,5.24126,3.68435
ACOT2,7.19179,7.73356,8.56318,7.56814,7.55917,9.86071,8.75122,8.66594,9.36924,9.21638,7.67056,8.55345,6.96627,9.22831,8.63183,6.82041,7.65557,7.79267,11.3126,8.93504,12.0327,8.75997,8.55762,10.1781
ACOT7,50.0638,52.7898,77.5088,53.2189,59.6567,88.2258,48.5898,47.3514,58.4646,46.3875,43.5681,54.2422,53.1311,62.0106,52.1945,45.7208,50.9905,52.0859,42.6166,36.5148,47.0707,54.3263,65.0916,68.9213
ACOT8,17.9438,17.4616,28.7527,17.4311,19.2452,24.8519,19.6665,18.5099,23.8207,21.2674,20.065,22.194,18.9999,20.5446,18.4369,20.1928,21.9624,20.6927,21.2084,19.5355,21.9371,19.9363,25.2321,28.2784
ACOT9,59.1844,62.9611,51.2767,60.2702,61.5981,48.2542,65.8125,67.2485,59.2738,44.6571,45.4047,38.8768,52.2292,50.4698,44.7778,62.9224,63.8034,57.8001,54.4486,54.7241,44.3412,57.065,54.0936,48.541
ACOX1,10.509,9.83716,6.69968,10.6152,10.1644,6.80091,11.7343,11.6802,9.85183,11.0175,10.8215,9.14284,11.4851,10.8119,11.0665,12.1409,11.7882,10.8581,11.2335,11.1102,9.98902,11.8451,10.9509,8.54359
ACOX2,1.16068,1.49416,1.94382,0.5686,0.728229,0.657371,1.0793,1.15951,1.3629,0.801276,0.731299,1.10758,0.481534,0.442662,0.379037,0.315153,0.414356,0.346069,0.714226,0.608981,0.572373,0.320963,0.487451,0.254755
ACOX3,7.40429,6.28765,7.36873,6.82955,7.03409,8.11727,8.69299,8.59781,9.68303,11.413,8.677,10.4042,8.79143,8.64144,8.26111,8.49706,8.19449,8.80045,12.4539,11.6075,13.0613,9.8504,9.26617,10.3187
ACP1,58.5577,61.9692,48.4659,60.8264,64.5499,49.8486,61.0565,65.9081,53.9317,56.4177,59.4635,48.5106,56.6538,61.1231,57.3703,61.8047,62.9516,57.1187,56.5032,58.9496,45.3194,62.9344,59.1223,48.4039
ACP2,34.6229,34.1321,43.637,40.1023,40.3711,51.3085,38.3492,37.972,42.9252,33.9219,34.3404,40.3118,39.1363,43.0175,39.6839,46.4332,45.7272,47.6743,35.4452,30.5154,40.0975,42.8399,44.3114,50.9991
ACP5,0.99598,0.60346,1.4742,0.610515,0.551371,0.905667,0.426546,0.466563,0.683973,0.799759,0.802275,0.718847,0.406197,0.900005,0.492719,0.238286,0.286167,0.318961,0.402267,0.590535,0.51413,0.394771,0.635245,0.645259
ACP6,6.59837,6.54723,7.59914,5.00076,5.17286,6.56344,5.88882,6.33255,6.02144,8.14368,8.79399,9.52902,6.73781,8.25751,6.94448,5.99593,5.38172,5.8206,7.90496,7.43208,7.99113,5.80299,6.9352,7.81027
ACPL2,4.99798,5.32714,3.88479,16.428,15.2883,10.7147,5.96846,6.80683,5.27111,4.97735,5.94021,4.11403,20.4217,22.1625,21.0771,13.6909,13.8967,12.1667,6.72551,6.45151,5.3303,25.8863,26.2371,20.7633
ACPP,0.616778,0.412352,0.483862,0.153574,0.193354,0.174889,0.566325,0.548858,0.580933,0.267968,0.29533,0.234113,0.326008,0.209459,0.27818,0.212711,0.410432,0.485948,0.410448,0.394132,0.504115,0.298944,0.335905,0.32357
ACPT,0.313486,0.214702,0.292593,0.498615,0.557346,0.409856,0.29301,0.192113,0.187407,0.172511,0.248267,0.269589,0.700233,0.099689,0.258768,0.264115,0.100925,0.294278,0.314001,0.207128,0.169048,0.276448,0.248222,0.312183
ACRBP,0.0159874,0.090874,0.113756,0.0130995,0,0.0903642,0.0557596,0.0348925,0.0827298,0.031645,0.0787103,0.214015,0.0562717,0.0323338,0.0778488,0.0274918,0.0341461,0.0413911,0.0494491,0.0160013,0.0631512,0.0626663,0.177153,0.0825919
ACRC,0.905549,0.979703,0.795297,0.754327,1.06603,0.703495,0.869447,1.03584,1.03528,1.801,1.86853,1.50216,2.00227,2.46127,2.23424,0.846677,0.992911,0.820669,1.94665,2.18474,1.77342,2.1439,2.37895,1.88314
ACRV1,0.744768,0.327979,0.5896,0.446422,0.742679,0.568659,0.604316,0.495262,0.406576,0.838034,0.604223,0.416851,0.687637,0.359233,0.573184,0.528952,0.376443,0.730153,0.755486,0.476726,0.371598,0.512903,0.166605,0.684755
ACSBG1,0.156418,0.173351,0.281038,0.204239,0.216625,0.396332,0.301998,0.234149,0.127984,0.278265,0.324657,0.382103,0.182876,0.392052,0.378024,0.245393,0.202965,0.246712,0.352275,0.321105,0.390368,0.280614,0.374727,0.26874
ACSBG2,0.054366,0.0739741,0.106975,0.015108,0.0406782,0.0429772,0.0149719,0.0559114,0.0282545,0.0279628,0.0751569,0.0614443,0.0462392,0.0649829,0.0811207,0.0574593,0.0298604,0.0212308,0.0295321,0.0107468,0.0311004,0.0469372,0.046076,0.0341177
ACSF2,5.5461,5.98172,7.78623,7.45372,8.15825,8.73,6.49089,6.54254,6.91054,8.50951,9.19277,9.21265,9.45665,10.5065,9.25157,7.23192,8.55345,7.38791,7.78114,8.13856,9.23902,7.81848,10.722,11.5761
ACSF3,3.84986,4.01474,5.45481,4.08699,4.58504,6.48394,3.95921,4.74068,5.10395,4.0926,4.7133,4.74036,4.7034,4.73305,4.05831,4.02192,4.51352,4.68846,4.04445,4.05565,4.75653,4.41536,6.05737,5.72086
ACSL1,24.8077,25.6589,17.9106,25.4841,26.9824,18.8602,31.8831,32.1863,28.0718,20.4104,21.1506,18.7938,31.4299,29.8883,29.4709,31.4337,32.246,30.0978,26.7678,28.8301,24.866,38.5284,37.9231,31.7524
ACSL3,41.5817,43.34,24.4824,55.6055,56.2951,32.7669,33.8348,33.3728,25.9367,40.6529,42.1462,29.7976,52.766,51.7889,52.3627,46.3713,45.0559,37.3394,37.2163,41.2722,28.5149,50.7137,41.9456,30.2238
ACSL4,59.3191,60.6428,31.4838,52.8432,51.4615,27.3712,67.7753,68.2122,49.3296,52.029,54.8707,38.2118,48.6251,44.1721,45.8143,62.2681,58.2405,50.0143,63.1914,71.7221,47.084,56.2415,48.1598,30.9743
ACSL5,1.65113,1.5454,1.38653,1.15831,1.36352,0.821014,3.52403,3.23043,3.29969,1.02951,1.19957,1.08742,1.32408,1.23342,1.19741,2.37587,2.12929,2.37873,1.89254,1.93906,1.46748,1.35716,1.44066,1.41674
ACSM3,0.601438,0.610229,0.750772,0.426241,0.589242,0.414606,0.266774,0.455809,0.569018,0.522766,1.09334,0.664483,0.442496,0.746639,0.890457,0.446984,0.592081,0.537566,0.422457,0.604722,0.469719,0.465231,0.451999,0.440698
ACSM4,0.253338,0.208203,0.0730881,0.233999,0.158044,0.279158,0.161624,0.228906,0.170056,0.200784,0.230234,0.244519,0.331842,0.127485,0.119983,0.200082,0.103466,0.16694,0.245423,0.23268,0.290542,0.359155,0.24171,0.190201
ACSS2,6.37965,5.61812,7.26852,6.56403,6.53824,7.3265,5.46401,5.84612,6.65348,7.06729,6.97771,8.31845,7.95199,7.53494,7.63116,5.87886,6.11831,6.64942,6.54711,6.50129,8.15125,6.10096,6.87156,7.8922
ACSS3,2.52705,2.35679,1.39722,3.29414,2.7979,2.15659,1.52955,1.2289,1.30576,3.35215,3.61576,2.63438,4.23475,4.43643,4.47017,3.15571,3.33617,2.73228,2.43791,2.93138,2.38097,4.09975,4.27453,3.18587
ACTA1,0.123301,0.131115,0.176912,0.0509876,0.339571,0.159276,0.0850628,0.189812,0.160555,0.0503683,0.174853,0,0.0821969,0.20232,0.148052,0.0227867,0.0996992,0.0871464,0.327765,0.186319,0.208741,0.149116,0.114475,0.205903
ACTA2,426.427,423.702,534.916,377.323,363.065,449.325,628.868,572.585,676.164,1307.64,1150.58,1458.73,706.395,772.707,795.112,301.419,302.824,327.31,1296.02,1229.63,1470.91,610.461,638.308,866.786
ACTB,2993.12,2766.23,2097.19,3255.09,3138.61,2395.27,2964.64,3013.06,2795.53,2551.69,2244.8,2139.8,2618.99,2711.57,2257.91,2507.01,2274.63,2054.93,2619.35,2379.01,2217.48,2501.75,2500.76,2121.27
ACTBL2,0.251912,0.202368,0.117415,0.206591,0.194389,0.236931,0.0884854,0.113585,0.110183,0.674892,0.653538,0.619751,0.38622,0.487271,0.540394,0.118775,0.131817,0.126936,0.429001,0.438513,0.315703,0.288397,0.345623,0.231216
ACTC1,1.93356,1.98255,1.39313,1.25982,1.13479,0.945076,3.42966,3.12398,2.49881,14.0315,11.454,12.2718,5.73958,4.93076,5.59776,1.76912,1.5284,1.48598,13.3091,14.3457,11.7644,4.0969,3.30213,3.95663
ACTG1,3167.02,3138.08,3482.89,3146.41,3130.21,3412.39,3202.22,3023.66,3311.56,3274.27,2938.43,3110.34,2781.81,3190.42,2613.05,2577.29,2559.11,2314.73,3209.15,2895.23,2911.97,2879.2,2997.19,2970.69
ACTG1P4,0.736842,0.434129,0.219886,0.428703,0.320353,0.42556,0.294643,0.263553,0.561845,0.693857,0.396488,0.832241,0.327653,0.33473,0.453752,0.476168,0.330371,0.270946,0.592661,0.650242,0.29273,0.325687,0.29817,0.295236
ACTG2,235.491,209.559,240.303,215.305,197.452,235.759,375.926,348.188,346.485,349.891,295.314,369.246,292.168,264.193,262.28,182.625,159.703,167.841,400.38,347.288,438.495,247.76,261.261,335.775
ACTL10,1.38399,1.85717,2.57941,1.45379,2.31255,3.40789,1.5766,1.90363,2.20926,2.55935,2.69784,1.98626,2.24612,2.64037,1.47355,1.77371,2.55991,2.38543,2.1983,1.82875,2.04572,1.54517,2.8869,2.61715
ACTL6A,50.112,53.1974,39.4052,51.1953,52.8484,39.7289,44.3232,45.2524,39.5443,43.926,47.1486,39.2558,47.6692,45.5224,45.1418,44.8828,46.7959,40.6802,42.6416,45.5796,35.836,43.9415,42.9896,34.5302
ACTL8,0.0763608,0.0666509,0.132948,0.0750447,0.138115,0.104989,0.11666,0.124508,0.151917,0.0747395,0.0163669,0.0398951,0.0665986,0.214021,0.221431,0.109947,0.16958,0.0389163,0.036749,0.0471783,0.081378,0.341145,0.347736,0.318285
ACTN1,362.202,392.563,431.044,365.979,410.777,479.361,402.752,427.427,472.622,364.504,355.185,436.113,336.64,358.191,358.094,313.968,323.882,374.505,391.264,372.543,456.071,321.115,401.443,398.55
ACTN1-AS1,0.310406,0.357507,0.416876,0.538903,0.650494,0.387744,0.485929,0.680331,1.16781,0.188439,0.732621,0.569944,0.282084,0,0.591412,0.467757,0.720703,0.76268,0.907677,0.808219,0.832087,0.244424,0.629202,1.22629
ACTN2,2.16761,2.24724,1.85169,1.61454,1.61144,1.36499,2.96371,4.11234,3.09705,2.68604,3.1942,2.7738,2.0083,2.2506,1.87355,3.05075,3.26685,3.26082,3.94556,4.32005,3.43132,3.25298,3.04027,2.36409
ACTN4,282.534,323.858,393.149,254.724,286.266,358.886,235.731,264.498,301.412,286.77,294.773,369.812,231.875,267.784,261.696,189.183,208.481,229.373,260.229,249.651,311.49,198.811,254.459,249.916
ACTR10,31.2313,32.8057,20.1965,32.6516,30.1475,20.7705,33.1674,31.577,25.9268,35.5547,36.3374,26.4584,36.7784,35.0227,33.5087,34.6871,31.1702,27.0627,37.7479,36.6802,27.9729,38.9442,32.9858,26.461
ACTR1A,77.9735,77.5596,101.359,74.7104,74.8162,97.4131,75.9674,76.1675,90.7549,64.8534,58.6325,73.8158,67.3235,66.7358,74.1035,67.2848,68.0007,78.8529,65.0735,57.303,73.9124,64.4727,67.52,82.3213
ACTR1B,43.4926,44.4563,62.5652,43.3997,45.7782,62.4031,45.0488,43.9333,53.2805,40.3874,34.6688,43.5714,37.5763,39.3604,38.2217,40.9968,41.9414,45.4401,36.5366,32.3754,41.4252,37.5674,40.5977,50.7543
ACTR2,47.8991,46.8714,23.7423,43.3794,44.6744,25.7118,48.7119,52.7583,36.0781,34.2347,33.7028,26.9865,37.2976,36.7176,32.0098,35.8715,33.405,29.3531,37.48,37.0242,28.5383,34.7092,36.3776,24.3024
ACTR3,243.035,264.74,167.498,243.301,244.229,163.427,338.298,350.476,274.405,246.2,253.44,194.67,236.625,229.956,236.594,272.267,268.313,244.728,294.871,323.456,238.699,259.829,249.468,185.986
ACTR3B,1.69759,2.14797,1.35401,1.35245,1.47611,1.16549,1.92229,2.22668,2.08124,1.5906,1.77455,1.61442,1.15756,1.57196,1.31594,1.97769,2.18162,1.48116,1.7896,2.25981,1.47071,1.3553,1.3535,1.41027
ACTR5,3.75987,4.4285,4.85442,4.54396,4.53123,5.151,4.01929,3.63908,3.66589,4.51084,4.02817,4.6503,4.77318,4.68173,4.51744,4.00674,4.45925,4.30503,3.57591,4.20995,4.33285,4.78113,4.15494,4.42493
ACTR6,16.4273,17.3809,10.3379,16.1184,17.9576,10.5412,17.2815,18.5622,13.2152,20.1023,22.3645,15.1335,17.9375,20.4355,20.0941,19.5525,20.1111,16.467,21.1456,22.4327,15.2273,21.3026,19.5053,14.0601
ACTR8,13.3322,14.6913,10.874,13.7612,14.4463,10.4629,16.2248,17.0763,15.1467,16.879,17.4042,15.0852,16.3178,15.4967,16.1934,15.3224,15.6924,14.8741,17.9053,19.0948,15.9548,16.1194,15.9317,14.0809
ACTRT3,4.50194,3.8647,3.57126,4.31026,3.75807,3.88055,3.89923,3.52659,3.16756,3.57849,3.26366,3.44636,3.80719,3.93092,3.81855,4.05045,3.54021,4.09335,3.60763,4.0119,3.83923,4.36928,4.26968,3.66904
ACVR1,10.8291,11.6089,8.22629,8.95071,9.99613,7.40086,10.3326,11.26,10.0993,10.9664,10.5537,10.121,10.272,10.1819,10.4816,8.91794,10.5585,8.80958,12.7452,12.5612,10.6942,9.59834,9.67074,7.92089
ACVR1B,4.75405,4.48326,4.14144,5.16464,4.54221,4.88952,4.64728,4.5444,4.88668,4.67146,4.23789,4.47917,5.81839,5.44574,5.51336,5.24122,4.67712,4.96429,4.69304,4.11461,4.2536,5.52466,5.33412,4.88576
ACVR1C,0.309835,0.273292,0.146081,0.236329,0.197521,0.0789031,0.222272,0.20384,0.104864,0.265489,0.215945,0.191581,0.207808,0.14019,0.17251,0.212717,0.26914,0.154017,0.314563,0.3149,0.262424,0.229125,0.16003,0.121706
ACVR2A,3.22195,3.27513,1.65903,3.48578,3.25993,1.88548,3.56741,3.37918,2.65734,4.37124,4.48836,3.11894,4.57607,4.01973,4.3743,3.86486,3.5634,3.02886,4.37853,4.87438,3.40285,4.293,3.8131,2.70804
ACVR2B,1.3695,1.34002,0.875559,1.10952,0.925881,0.722957,1.6416,1.43776,1.37243,1.52885,1.20006,1.17581,1.22823,1.09021,1.25507,1.25812,1.15985,1.18348,1.58225,1.48641,1.28149,1.36083,1.12683,0.995459
ACVR2B-AS1,0.195121,0.269607,0.248215,0.201627,0.323765,0.209665,0.322529,0.408855,0.31264,0.367702,0.293487,0.366194,0.318925,0.329861,0.392391,0.300623,0.295993,0.320284,0.495272,0.345526,0.316175,0.280832,0.324071,0.322577
ACVRL1,0.122756,0.130412,0.165213,0.288456,0.248692,0.304452,0.0954886,0.138484,0.211391,0.136662,0.0910466,0.195443,0.149783,0.212261,0.204906,0.396394,0.25941,0.438048,0.0906328,0.101438,0.0395727,0.383871,0.277226,0.306056
ACY1,24.387,23.1963,31.97,22.5425,20.9342,32.7532,23.5922,21.6444,26.4226,15.4752,18.8292,20.0378,17.6525,20.5414,15.9278,20.6824,22.3568,24.4402,17.6486,12.7366,20.4916,15.5549,22.4554,26.9173
ACYP1,18.5254,21.7489,16.5256,16.5008,19.7533,13.2497,16.7982,17.3408,13.5416,13.9604,16.0068,12.3799,13.8386,15.0554,11.3117,16.2211,14.9385,12.083,13.5909,13.4293,11.1794,12.5185,16.4666,8.94984
ACYP2,10.0813,10.5646,6.45869,10.6927,10.5938,6.17382,10.5587,11.2657,8.94602,11.9828,14.2435,10.4554,10.4628,11.8037,9.38073,10.5309,13.3631,9.42235,13.1487,15.1759,9.6097,10.6918,12.0045,8.84198
ADA,6.46494,7.78276,8.34498,5.96264,7.40575,8.63083,6.19913,8.41422,7.37478,6.22302,7.1298,8.569,7.26023,7.37036,7.97749,9.18824,11.6966,10.2762,6.33716,6.68955,8.34873,8.21502,11.2946,11.4243
ADAL,4.21185,5.02046,3.83266,5.11891,5.28825,3.9875,3.85242,5.08997,3.55817,5.58998,6.79278,5.20279,6.85944,6.94089,5.61046,4.61647,4.84041,5.23692,5.13578,5.7774,5.0077,5.20944,5.9556,4.41436
ADAM10,28.0509,31.1563,18.6931,32.8434,33.7127,22.7346,30.945,31.1979,27.2781,29.7509,31.1757,26.3859,38.0655,36.6188,37.3726,32.6371,33.8138,29.8677,33.5526,35.968,28.5344,37.7044,36.054,29.1377
ADAM11,0.0362506,0.0217329,0.0368803,0.0588985,0.0442756,0.120701,0.108718,0.0531782,0.0572427,0.0824886,0.0918729,0.111527,0.0630068,0.116193,0.064566,0.0461777,0.105984,0.085005,0.100532,0.0653989,0.0722045,0.0687673,0.0708951,0.104631
ADAM12,10.5688,10.4471,8.48152,7.2647,7.70861,6.25624,9.12516,8.8893,8.5888,10.5284,10.1452,10.94,7.77894,7.50207,7.26805,8.47043,8.04105,8.5989,10.0957,9.60808,9.34661,7.15313,7.83873,6.44972
ADAM15,125.704,128.913,192.391,160.196,157.673,236.396,130.369,130.712,161.203,110.409,99.8843,130.244,130.953,139.054,145.011,158.311,167.776,179.62,109.386,90.7471,134.713,139.392,147.158,184.973
ADAM17,21.357,22.5195,14.7682,23.2752,23.6055,16.0185,22.6879,26.4871,19.7684,18.1889,20.5763,16.9167,19.1003,19.8419,18.5206,26.7085,27.9658,23.5093,20.1961,23.3593,16.6243,20.708,21.2013,16.6353
ADAM18,0.00994706,0.0565109,0.00497137,0.0255505,0.0576007,0.0416093,0.015696,0,0,0.0351275,0.128663,0.0401908,0.0419402,0.0194309,0.0400687,0.113368,0.0107269,0.0207163,0.107234,0.0285456,0.0287413,0.0559862,0.0334126,0.0199631
ADAM19,76.5046,73.028,79.5117,56.9712,55.8626,61.7484,81.9931,76.3911,89.3554,53.4542,45.3458,54.8006,40.8015,37.8203,43.5918,51.7287,48.9941,60.0537,54.0775,48.2999,60.6042,39.2985,40.2455,41.2788
ADAM1A,0.973318,1.14233,0.763206,0.859804,1.01284,0.91842,0.941283,0.89888,0.724494,0.942789,1.13348,0.957402,1.17659,0.973288,1.29194,0.884832,0.932353,0.833298,1.06472,1.15481,0.747857,0.89661,0.898846,0.884896
ADAM20,0.0235994,0.048139,0.0208377,0.0328142,0.044755,0.00428107,0.0450177,0.0148303,0.061762,0.0421777,0.0314495,0.106483,0.0969885,0.0513345,0.095916,0.0512597,0.0568051,0.0625234,0.070724,0.0772767,0.0629847,0.0253226,0.0479854,0.022826
ADAM20P1,0.0152588,0.040931,0.023384,0.0251864,0.0181147,0.0181294,0.0307563,0.0143477,0.041556,0.0723164,0.0301084,0.0293305,0.0806981,0.0139663,0.0361231,0.0282467,0.0384087,0.038805,0.0850159,0.0364574,0.0765836,0.0245174,0.0385532,0.0167079
ADAM21,0.409618,0.485386,0.376184,0.718564,0.6225,0.614683,0.531913,0.564337,0.567411,0.75744,0.601369,0.695865,0.795248,0.741744,0.497514,1.08881,0.757931,0.780676,0.54416,0.707998,0.497816,0.784737,0.616935,0.611977
ADAM21P1,0.143461,0.090701,0.0627343,0.14469,0.128752,0.0981316,0.0965758,0.112072,0.106989,0.140376,0.140059,0.0997155,0.128782,0.167347,0.192562,0.144094,0.157576,0.116938,0.0890578,0.0982018,0.116121,0.133927,0.129276,0.163652
ADAM22,0.372304,0.310727,0.170598,0.23646,0.352799,0.23264,0.281348,0.249892,0.201928,0.674248,0.42096,0.394998,0.463867,0.43228,0.526689,0.27398,0.314345,0.207802,0.450957,0.478119,0.426904,0.25136,0.537605,0.255545
ADAM23,9.12466,10.3645,7.84285,8.41106,9.10712,7.68126,8.78499,8.89593,8.78472,10.4902,10.4316,10.2243,9.32939,8.80347,7.83445,7.70916,8.32786,7.39087,9.40996,10.0512,8.98063,8.44866,9.04453,7.3939
ADAM28,3.3343,2.89668,2.01193,2.50754,2.60356,1.65124,4.52315,5.11929,3.72121,5.54911,5.94526,5.12156,4.87785,4.69494,4.47106,2.95317,3.31022,2.6435,6.3653,7.2239,5.42711,4.01737,4.29646,3.63231
ADAM29,0.128955,0.0580114,0.0513132,0.0240627,0.0633171,0.0269952,0.21457,0.151331,0.0815338,0.0225007,0.0910189,0.0367138,0.0189612,0.014138,0.00717657,0.100394,0.0384796,0.0695905,0.049354,0.0920546,0.0223736,0.0235385,0.0267152,0.0281941
ADAM32,2.15102,1.73869,1.25401,1.63153,1.54556,1.07953,1.98492,2.03869,1.61677,2.12268,2.08429,1.69694,2.18816,2.43712,1.96807,1.73152,1.90054,1.73568,2.27926,2.48504,1.90238,2.18564,2.58418,1.72369
ADAM33,2.03652,1.63621,2.40115,2.54333,2.56903,4.57352,1.26394,1.33786,1.65415,3.05834,2.3648,3.45025,4.41617,4.84508,4.32806,1.68849,1.86377,1.62941,2.17682,1.99525,2.28151,2.37339,2.7796,4.21452
