Gene_Name,CTRL_0,CTRL_1,CTRL_2,P4_0,P4_1,P4_2,IL1B_0,IL1B_1,IL1B_2,FSK_0,FSK_1,FSK_2,FSK_P4_0,FSK_P4_1,FSK_P4_2,P4_IL1B_0,P4_IL1B_1,P4_IL1B_2,FSK_IL1B_0,FSK_IL1B_1,FSK_IL1B_2,FSK_P4_IL1B_0,FSK_P4_IL1B_1,FSK_P4_IL1B_2
LOC100129917,3.32928,3.61642,3.11956,3.79614,3.28708,3.41659,3.04231,3.39556,4.32624,2.4043,3.15793,2.82878,3.30727,2.92065,2.44823,2.08645,2.52234,2.92485,2.91607,2.59969,2.96111,3.5277,2.80636,2.68937
LOC100129924,0.242512,0.206241,0.0782055,0.247559,0.164183,0.152365,0.0691704,0.170695,0.0909455,0.277101,0.253128,0.14107,0.281645,0.0963342,0.122245,0.171122,0.0701511,0.221984,0.0383818,0.235923,0.153748,0.223844,0.237453,0.186155
LOC100129931,0.298584,0.306956,0.207471,0.272182,0.121634,0.262193,0.183001,0.127803,0.289837,0.269891,0.130883,0.141623,0.290664,0.189847,0.28847,0.284444,0.230828,0.293077,0.271025,0.135112,0.281824,0.214156,0.137069,0.300608
LOC100129961,1.30912,1.05534,1.09885,1.15096,0.919026,1.03074,1.31643,1.10759,0.92409,1.46929,1.06547,1.09123,1.26076,1.2474,1.28424,0.930881,1.04836,1.14837,1.22029,0.902938,1.52517,1.09579,1.30439,1.07906
LOC100130015,0.629076,0.39478,0.607847,0.604525,0.607033,1.22039,0.285676,0.45981,0.656411,0.644212,0.378258,0.321922,0.232022,0.720211,0.572402,0.276312,0.750492,0.897554,0.334793,0.375251,0.387279,0.361337,0.798972,0.490752
LOC100130093,1.47675,1.58476,2.12549,1.68888,1.54086,2.32851,1.57172,1.26918,1.92544,1.78612,1.633,2.13195,1.39048,1.62449,1.47109,1.54399,1.5419,2.04796,1.52734,1.54521,1.54314,1.2834,1.34432,2.3015
LOC100130275,0.502628,0.463319,0.416757,0.801443,0.84011,0.474935,0.429753,0.300989,0.498331,0.727702,1.0844,0.966502,0.394086,0.560544,0.447691,0.49257,0.416372,0.400333,0.589312,1.02116,1.03921,0.619497,0.768214,0.739078
LOC100130298,4.56114,5.68627,6.91168,5.73294,7.42799,6.80199,3.81639,4.5655,4.57976,6.62797,6.05702,7.96826,6.70573,6.55067,6.46505,4.20434,4.16881,4.70287,4.96441,7.38559,6.47833,4.19724,6.34473,8.08901
LOC100130331,10.3538,12.1216,8.50841,10.4101,10.3414,10.9999,10.4665,10.0517,13.0153,12.1666,11.9353,14.3183,11.6136,11.6713,10.5461,9.16491,10.4452,9.89441,9.93794,12.5789,12.1247,9.45842,9.20443,8.79179
LOC100130348,0.326179,0.202134,0.69834,0.11699,0.208247,0.261293,0.260875,0.394186,0.165009,0.452005,0,0.379459,1.0371,0.600712,0.099184,0.268629,0.407276,0.276905,0.414671,0,0.126267,0.277748,0.631615,0.137889
LOC100130357,0.521112,0.374909,0.241263,0.232503,0.256379,0.249989,0.518014,0.383687,0.50066,0.418803,0.345523,0.432475,0.368388,0.336596,0.412759,0.413006,0.234499,0.470375,0.463898,0.459416,0.386222,0.418675,0.546261,0.53592
LOC100130451,0.0752588,0.0212731,0.00679215,0.0969798,0.0105697,0.0396757,0.070049,0.0645558,0.0522245,0.0914044,0.0546171,0.140985,0.114415,0.0753641,0.153304,0.110959,0,0,0.0326784,0.118894,0.0150505,0.031787,0.0938402,0.156572
LOC100130476,0.532024,0.49686,0.78064,0.792621,0.821916,0.727493,0.920755,0.9822,1.24608,0.444404,0.641276,0.715771,1.1002,1.10109,0.876674,1.3828,1.5949,1.45571,1.13139,1.61985,1.32464,1.90034,1.73472,2.00627
LOC100130557,0.552438,0.696722,0.551753,0.684896,0.699798,0.507069,0.590429,0.788651,0.570396,0.722665,0.694874,0.527885,0.754132,0.960189,0.697239,0.634479,0.845487,0.772226,0.616224,0.934065,0.674183,0.796846,0.634352,0.480002
LOC100130581,0.172908,0.249777,0.223942,0.226818,0.21523,0.280325,0.323816,0.256689,0.223211,0.307491,0.254716,0.375186,0.400781,0.336194,0.356271,0.239221,0.341352,0.320918,0.266622,0.269538,0.38679,0.245644,0.376836,0.361136
LOC100130691,0.51282,0.54112,0.375235,0.489793,0.371922,0.325967,0.580638,0.528126,0.506225,0.702555,0.538775,0.431275,0.696648,0.503265,0.645261,0.493055,0.484007,0.466821,0.649751,0.659727,0.675133,0.474826,0.5452,0.526426
LOC100130705,0.995109,1.16105,1.21659,1.04698,0.949395,1.15223,1.14383,1.12613,1.15628,1.70342,1.07428,1.3224,1.18798,1.17094,1.49466,1.37734,1.17292,1.41051,1.55138,1.21335,1.43063,1.25905,1.2741,1.21885
LOC100130744,2.72031,2.22728,3.05709,2.40021,2.1549,3.13338,2.8385,2.76996,2.68911,3.68836,3.49137,4.22465,3.44249,2.90712,3.22281,2.78337,2.89006,3.25259,3.24614,3.2294,3.6965,3.10268,3.54789,3.71765
LOC100130776,18.6928,20.9984,31.9469,19.041,20.3449,34.4054,18.4385,19.6364,22.9412,12.3688,10.7914,11.1766,11.5486,14.154,11.2792,17.0586,18.1436,16.6274,12.9768,8.35024,12.1298,12.9292,15.1734,16.6423
LOC100130855,0.412401,0.345397,0.360812,0.350497,0.292469,0.287136,0.36107,0.419973,0.310916,0.425496,0.641915,0.327196,0.45569,0.515089,0.328493,0.316707,0.358901,0.389138,0.487054,0.553553,0.415608,0.264185,0.378036,0.313184
LOC100130872,0.0645595,0.0800939,0.0597818,0.156438,0.192871,0.151494,0.0574052,0.0529528,0.00603101,0.0449873,0.0105197,0.0224015,0.121934,0.0539745,0.147986,0.14645,0.140075,0.16816,0.0488141,0.0269394,0.00628515,0.162527,0.101588,0.147799
LOC100130894,0.291404,0.223055,0.162818,0.198025,0.239157,0.178223,0.242399,0.223557,0.210163,0.120361,0.207471,0.202399,0.231648,0.167227,0.20149,0.165812,0.16139,0.144983,0.259667,0.179669,0.158743,0.122698,0.171072,0.228037
LOC100130950,0.309509,0.451099,0.492999,0.206761,0.533219,0.559893,0.299771,0.292385,0.376719,0.486157,0.785997,0.902096,0.379106,0.362782,0.372629,0.343267,0.54789,0.369157,0.295561,0.424482,0.555719,0.46853,0.601826,0.574728
LOC100130964,0.308712,0.473639,0.186093,0.459258,0.168687,0.283959,0.420671,0.314881,0.153414,0.260259,0.953211,0.110582,0.823286,0.509377,0.641301,0.469377,0.641809,0.627743,0.348443,0.456981,0.230406,0.405922,0.701211,0.204827
LOC100130987,0.268868,1.0802,1.73683,0.654305,0.439476,0.901269,0.436135,1.11667,0.574551,1.01006,1.27026,0.849592,1.11246,1.00228,1.14978,0.795463,0.957653,1.32403,0.946386,1.03194,1.17271,1.33994,1.71898,1.36878
LOC100130992,0.237505,0.270885,0.107476,0.271529,0.301037,0.173886,0.278141,0.24121,0.223698,0.270609,0.280363,0.180778,0.34201,0.36555,0.486915,0.327472,0.415005,0.288826,0.353864,0.332145,0.199099,0.48369,0.388894,0.306379
LOC100131060,0.0870619,0.0827169,0.0873075,0.0560395,0.0315245,0.169249,0.061108,0.0743383,0,0.106272,0.207516,0.290339,0.221162,0.209115,0.178166,0.0575312,0.0716607,0.133573,0.317389,0.169495,0.144403,0.132051,0.194258,0.430827
LOC100131067,2.24108,2.40271,1.81812,2.10309,2.04655,1.71409,2.20666,2.41767,1.76793,3.10503,2.82608,2.35553,3.25792,2.61524,3.18482,1.93113,2.26612,2.18086,2.59038,2.46349,2.27091,2.70927,2.35854,2.33976
LOC100131089,2.24188,2.54298,1.99495,2.69965,1.71066,1.97941,3.40783,2.30389,2.54773,3.83001,3.29647,2.96627,3.26908,2.76102,3.91492,3.28953,2.55592,2.38233,3.29229,2.70292,3.16177,3.12439,2.88944,2.25361
LOC100131094,0.639237,0.634664,0.930673,0.506602,0.585936,0.885304,0.465201,0.604389,0.627804,0.633878,0.585121,0.665572,0.501116,0.62229,0.706692,0.602266,0.662694,0.561528,0.779718,0.592309,0.555443,0.626262,0.627478,0.790527
LOC100131096,0.0693837,0.0310207,0.018636,0.017929,0.0597373,0.0347335,0.0982376,0.0620905,0.0472683,0.0567513,0.0852742,0.0470811,0.0654894,0.0286402,0.0449322,0.0292547,0.00987868,0.0354063,0.0321556,0.0470288,0.0941837,0.0211795,0.0104451,0.0733206
LOC100131234,1.2663,1.18322,1.01287,0.764271,0.974165,0.842624,1.43756,0.436039,0.745838,1.65168,1.40005,0.79894,1.3192,0.940041,0.429562,0.770411,1.37661,0.608551,0.935795,1.20173,1.35408,1.34887,0.792429,0.427462
LOC100131289,0.25651,0.344807,0.168533,0.21211,0.0468466,0.1051,0.044083,0.280484,0.126176,0.200791,0,0.453916,0.121051,0.103658,0.202776,0.301519,0.11081,0.399076,0.208299,0.261767,0.19083,0.100887,0.0551022,0.172611
LOC100131434,0.0769461,0.1331,0.0896043,0.110487,0.112114,0.0827629,0.115677,0.0994294,0.135865,0.122006,0.232307,0.148972,0.135337,0.105718,0.100373,0.206267,0.149784,0.102453,0.253543,0.195251,0.129175,0.110048,0.135538,0.147213
LOC100131496,0.424143,0.283038,0.225335,0.306863,0.37889,0.49484,0.522273,0.591415,0.541005,0.217637,0.262737,0.198938,0.389672,0.309403,0.19745,0.709331,0.666256,0.634432,0.269608,0.296623,0.178593,0.294851,0.402405,0.370739
LOC100131564,0.745108,0.627819,0.475139,0.70842,0.740955,0.39809,0.76035,0.744535,0.710204,0.950804,0.981768,0.942864,1.22847,1.00878,1.02586,0.778584,0.731762,0.676505,0.9803,1.16368,1.09191,0.901573,0.939078,0.769853
LOC100131655,0.142533,0.0803854,0.247245,0.13448,0.294616,0.0703795,0,0.156058,0.138939,0.294607,0.323316,0.288818,0.3528,0.122685,0.107908,0.0710324,0.288033,0.187062,0.222587,0.248779,0.188342,0.166255,0.148306,0.0994185
LOC100131691,1.27959,1.50294,2.11539,1.20676,1.16686,1.40982,1.86793,1.95074,1.9796,1.84699,1.79758,1.638,1.33454,1.37026,1.16915,1.48329,1.56356,1.60785,1.44024,1.73992,1.81304,1.71522,1.84509,1.69584
LOC100132078,0.0583274,0.0492132,0.0626208,0.0410517,0.009201,0.071308,0.0497274,0.074849,0.153863,0.00994426,0.0742129,0.0519534,0.04831,0.0308614,0.0318368,0.0260487,0.0987859,0.0811388,0.11935,0.022849,0.0520089,0.030567,0.0534358,0.0221375
LOC100132215,0.0579345,0.257321,0.137948,0.153667,0.120951,0.201297,0.158713,0.0725918,0.0917824,0.131504,0.145183,0.168658,0.13357,0.151544,0.173729,0.0936757,0.180781,0.10893,0.115321,0.257875,0.148505,0.188701,0.159547,0.242249
LOC100132247,0.111706,0.0680871,0.0173334,0.0586087,0.0485515,0.0996607,0.0351771,0.0412561,0.0455888,0.017907,0.0453186,0.0555189,0.0817883,0.0680305,0.0348394,0.0496723,0.0928466,0.0381819,0.0511847,0.0643066,0.0532734,0.0409357,0.0201221,0.0327002
LOC100132273,0.187581,0.211601,0.332165,0.305971,0.109328,0.401432,0.168989,0.199062,0.315249,0.244557,0.275661,0.206972,0.404899,0.442366,0.302015,0.278184,0.39101,0.204022,0.372349,0.343333,0.389917,0.294148,0.302008,0.35582
LOC100132352,0.923439,0.725201,0.821698,0.975851,1.41604,0.727868,0.808384,0.957944,0.821618,1.23523,1.33931,1.0808,1.4214,1.20325,0.878416,1.33137,1.10756,1.02535,1.1724,1.33615,1.03081,1.69018,1.53467,1.27882
LOC100132354,0.20974,0.223654,0.319455,0.0839084,0.115737,0.12681,0.327292,0.296253,0.424899,0.37882,0.445871,0.274543,0.0996448,0.105511,0.115379,0.262996,0.171713,0.0939928,0.287786,0.197242,0.404076,0.113443,0.200546,0.277325
LOC100132356,1.73935,1.40253,1.33734,2.09321,1.19657,1.48178,1.27797,1.45362,1.21242,1.35397,1.39009,1.11057,2.29313,2.06503,1.13785,1.64732,1.63626,1.6422,1.46819,1.65308,1.04657,1.84616,1.78248,1.38337
LOC100132707,2.01006,1.38963,2.05033,2.06815,2.15341,2.19591,2.02402,1.76185,1.9332,2.28352,2.06175,2.62297,2.0823,2.68425,2.27442,1.81149,2.05259,2.2428,2.12362,1.89196,2.56892,2.45806,2.45856,2.45922
LOC100132831,1.27065,0.842346,2.09059,0.937156,1.53288,1.34028,1.06986,2.46317,1.4268,1.24056,1.36767,1.11315,1.20666,0.946564,1.18543,0.93197,1.29001,2.15865,0.949901,2.02457,1.13296,1.33215,1.94216,1.36404
LOC100132832,0.155858,0.108621,0.114354,0.128982,0.155337,0.0641611,0.206465,0.101966,0.12522,0.224991,0.105113,0.157459,0.17379,0.043905,0.134943,0.0853466,0.142707,0.160335,0.091533,0.211151,0.187295,0.176635,0.108869,0.156853
LOC100132891,2.52154,2.50897,1.27119,1.35841,1.32074,0.858868,3.0754,3.1772,2.38008,2.92819,3.18447,1.91509,1.68383,1.69874,1.57037,2.04121,2.0483,1.52762,3.08364,3.97285,2.29894,1.9648,1.74699,1.30724
LOC100133050,0.324465,0.42828,0.651521,0.203069,0.19007,0.149323,0.801541,1.6448,0.523174,0.249077,0.127721,0.196146,0.220557,0.332163,0.0857387,0.106189,0.140941,0.273853,0.857578,0.305684,0,0.300215,0.218866,0.196925
LOC100133091,1.41621,1.30899,1.9337,1.47025,1.84,1.33967,2.08881,2.11002,1.63621,1.47733,1.68445,1.59876,1.21855,1.15232,1.16834,1.74701,2.18113,1.71448,1.78171,2.11346,1.59851,1.64171,1.70308,1.5346
LOC100133315,1.08517,1.13991,0.962776,0.964413,0.930429,0.710027,0.878518,0.817132,0.915379,0.978851,1.00392,1.42855,1.56795,1.09519,0.867802,0.933973,0.735782,0.978047,1.13904,1.01004,1.2786,1.21612,1.25755,0.989316
LOC100133445,0.124408,0.365606,0.185158,0.393607,0.282051,0.245862,0.294782,0.320958,0.247507,0.102626,0.403931,0.342295,0.462139,0.360926,0.447564,0.343151,0.102099,0.297397,0.60643,0.241953,0.420435,0.281192,0.297313,0.167565
LOC100133612,0.453301,0.341743,0.185167,0.389006,0.161448,0.243578,0.464732,0.402959,0.536657,0.694814,0.472704,0.702098,0.519418,0.306867,0.410686,0.370553,0.200401,0.455987,0.655027,0.516505,0.485295,0.427725,0.280458,0.395394
LOC100133957,0.359497,0.283247,0.845438,0.294465,0.999737,0.495942,0.270809,0.0897988,0.369726,0.11423,0.888637,0.159146,0.450854,0.0434564,0.151648,0.0803922,0.0687724,0.0979149,0.304401,1.21388,0.113669,0.407204,0.775841,0.280961
LOC100134229,0.765822,0.616798,0.425937,0.520998,0.502403,0.341748,0.919814,0.875862,0.818734,0.924938,0.864317,0.840186,0.834006,0.459646,0.631043,0.808315,0.918205,0.951839,1.29059,1.08459,0.860763,0.839599,0.853353,0.72896
LOC100134259,0.88877,0.725478,0.778023,0.609105,0.448274,0.498639,0.901055,0.569471,0.679041,0.950882,1.02506,0.849488,0.733874,0.965217,0.698206,0.627448,0.568604,0.772216,1.28717,0.942358,1.09469,0.673264,0.737528,0.757728
LOC100134368,0.235047,0.177518,0.22393,0.164619,0.0531538,0.183503,0.365574,0.195736,0.254733,0.199342,0.269479,0.242694,0.0759452,0.155435,0.132513,0.324066,0.145863,0.140676,0.244468,0.286484,0.25635,0.175042,0.0865272,0.141095
LOC100144595,0.674211,0.381686,0.230787,0.1335,0.177242,0.120688,0.559499,0.627548,0.483313,0.572054,0.743494,0.359648,0.159505,0.165451,0.196698,0.175497,0.263054,0.173308,0.539552,0.51326,0.339491,0.199565,0.26402,0.175267
LOC100144602,2.06153,1.99031,2.34283,1.30434,1.98064,1.89743,2.07873,2.36387,2.15318,1.93859,2.51324,2.37151,1.81058,1.81059,1.81643,2.03459,1.68748,2.24398,1.74112,2.08369,1.95506,1.59571,1.95781,1.74291
LOC100144603,1.80287,1.98181,2.81584,1.801,1.99623,2.07308,1.70978,2.12983,2.63315,1.6259,1.87724,1.66757,0.824658,1.78293,0.819999,1.9226,1.58278,1.79175,1.37772,2.04861,1.14564,1.05888,2.68142,1.93666
LOC100188947,0.367624,0.224886,0.267158,0.209133,0.0967421,0.153868,0.286677,0.403186,0.257238,0.227613,0.250311,0.248602,0.207183,0.166941,0.199304,0.126556,0.240049,0.281225,0.245024,0.317461,0.436478,0.14482,0.281763,0.202311
LOC100216545,2.01592,2.09154,1.49486,2.21535,1.8435,1.4569,2.21177,1.87909,1.86586,2.07968,1.82254,1.75494,2.09049,1.83753,1.60425,1.85588,1.97096,1.93205,2.22945,2.42771,2.01394,2.13885,1.99565,1.5225
LOC100216546,0.669359,0.561365,0.236658,0.510287,0.501421,0.256926,0.550658,0.524106,0.343279,0.821558,0.792534,0.600736,0.779055,0.649708,0.732847,0.529883,0.562069,0.53011,0.764991,1.01389,0.711052,0.663175,0.693266,0.387054
LOC100268168,0.722649,0.69287,0.642266,0.353983,0.520203,0.724859,0.618894,0.685091,0.910814,1.1745,0.757031,0.502135,0.914282,0.771188,1.04328,0.69208,0.53672,0.49397,0.673403,0.597912,0.556787,0.449826,0.762768,0.827193
LOC100270746,1.28304,0.559289,1.26366,0.526159,1.00351,0.93774,1.0018,1.159,1.2167,0.883968,0.92337,0.81872,0.826792,0.866397,0.765103,1.01514,1.13996,1.55337,1.04958,1.15151,0.805887,1.3335,1.44459,1.48751
LOC100270804,0.336126,0.277936,0.149661,0.434406,0.496175,0.329185,0.325043,0.315001,0.314364,0.410266,0.525923,0.233074,0.463156,0.430313,0.476884,0.37168,0.483419,0.420702,0.516427,0.371123,0.378027,0.473012,0.471858,0.375693
LOC100271722,0.351359,0.486141,0.359255,0.548767,0.490569,0.475233,0.408188,0.533815,0.323244,0.739061,0.800262,0.561533,0.78155,0.957529,0.765251,0.434171,0.759114,0.527593,0.742733,0.768372,0.465594,0.657269,0.531398,0.420736
LOC100271836,0.469557,0.618567,0.294896,0.330447,0.675658,0.434537,0.502183,0.47382,0.539802,0.866802,0.956565,0.804104,0.886791,0.675785,0.750007,0.78949,0.65283,0.657612,1.01737,1.34168,0.94526,0.840626,0.818043,0.581058
LOC100272216,0.0149631,0,0.0430751,0.0240928,0.066072,0.0820216,0.0135,0.0151835,0.0409947,0.0447824,0.0698553,0.0598141,0.0179893,0.0424555,0.0259718,0.0493819,0.0149431,0.0193803,0.0147775,0.0525402,0.0368855,0.0420026,0.0324931,0.0388199
LOC100272217,0.803726,0.63396,0.533204,0.690998,0.73876,0.493463,0.984824,0.905358,0.838725,0.700946,0.80877,0.652071,0.586439,0.653642,0.586559,0.688258,1.0234,0.773152,0.683178,0.705865,0.693834,0.601698,0.720666,0.590022
LOC100272228,0.21429,0.209681,0.168981,0.181713,0.169355,0.178161,0.152759,0.148946,0.217659,0.275571,0.231277,0.256817,0.236556,0.140503,0.212088,0.196035,0.115804,0.18294,0.256019,0.215258,0.227606,0.252938,0.25379,0.311529
LOC100286793,0.144854,0.226041,0.137321,0.137878,0.172721,0.246348,0.261046,0.31448,0.319902,0.287497,0.124128,0.303581,0.421775,0.125968,0.288154,0.300591,0.270825,0.484357,0.143999,0.249726,0.18984,0.14028,0.283447,0.254786
LOC100287015,1.08494,0.971023,0.692485,1.28414,1.12244,0.993666,1.14567,1.16347,1.25184,1.36864,1.21247,1.13315,1.24624,1.21756,1.26233,1.05639,1.08353,1.4334,1.29903,1.05815,1.09563,0.985958,1.09766,0.788984
LOC100287036,0.554483,0.724887,0.664198,0.228126,0.349039,0.425647,0.364836,0.326612,0.678434,0.198442,0.168429,0.171264,0.0687561,0.252601,0.121741,0.0965474,0.241225,0.173541,0.0559072,0.170871,0.163283,0.0537685,0.0297773,0.124348
LOC100287042,0.859423,0.961178,2.30287,1.17196,0.747243,1.42642,0.845057,0.907536,1.4772,1.13816,1.15887,1.68081,1.10862,1.26229,1.22811,0.932247,0.962681,1.66106,0.999111,0.685244,0.8078,0.995364,1.28358,1.19801
LOC100287072,0.976972,1.03153,0.597017,0.725849,0.663569,0.633947,0.752715,0.96257,0.933154,1.4157,1.68309,1.23481,1.15733,1.01222,1.24392,1.03136,0.946286,0.941098,1.38727,2.04855,1.37498,1.29219,1.21641,0.927134
LOC100287177,4.10621,4.47107,5.67028,4.45479,2.31071,5.39057,3.86307,4.14152,5.59667,3.84434,3.29686,4.08447,2.9938,3.02246,2.27223,3.78934,3.37132,4.61087,3.8829,2.3517,4.26675,2.97568,2.81327,5.25106
LOC100287314,9.53974,8.47693,7.26059,10.2339,8.76082,8.50822,9.98655,9.62012,9.81674,5.93793,5.71381,4.91388,5.75976,6.28404,6.39139,9.35036,9.33136,8.28855,5.48921,5.31531,5.66165,6.25708,5.34505,4.60731
LOC100287879,0.0238091,0.0179147,0.00941988,0.0488196,0.00947231,0.0449408,0.0292853,0.033663,0.0246682,0.0623395,0.0342719,0.0266996,0.0308049,0.0108502,0.0631939,0.0981117,0.0708685,0.0946919,0.0255827,0.0131754,0.0278072,0.0367573,0.0956634,0.0985742
LOC100288069,0.0748981,0.15475,0.0646245,0.0405379,0.124665,0.0485931,0.0631499,0.0996468,0.166703,0.0252201,0.119617,0.0750579,0,0.118124,0.13141,0.0646343,0.0760072,0.0508577,0.0514603,0.0253796,0.0257602,0.074036,0.024483,0.0219033
LOC100288123,0.799765,0.940008,1.65388,0.770915,0.949159,1.20874,0.686649,0.73119,0.833366,0.819325,0.786949,0.996288,0.610868,0.974803,0.84604,0.732378,1.02278,1.13806,0.530745,0.557213,1.03231,0.937981,0.947535,1.23029
LOC100288181,0.469655,0.415315,0.280155,0.39986,0.299493,0.243673,0.414278,0.436328,0.270086,0.624695,0.659197,0.468044,0.672376,0.352013,0.444114,0.208306,0.258895,0.250913,0.774281,0.500895,0.597897,0.376228,0.404286,0.370738
LOC100288198,1.25809,1.26827,0.568828,1.1858,1.07308,0.64512,1.61821,1.65411,1.3643,1.21404,1.51366,0.884576,1.34418,1.16312,1.09552,1.41265,1.372,1.10464,1.62594,2.0712,1.199,1.368,1.01097,1.12028
LOC100288432,0.389136,0.894763,0.659745,0.806085,0.385981,0.770472,0.580786,0.776407,0.515148,0.652221,0.586951,1.24153,0.776076,1.31021,0.683214,1.30412,0.839624,1.0685,0.591447,0.721217,0.910604,0.383526,0.785931,0.423512
LOC100288637,0.963862,0.918149,0.766474,0.78007,0.867375,0.759908,0.526959,0.6273,0.505643,0.928252,0.853587,0.837306,0.813598,0.772874,0.733014,0.665165,0.726219,0.808296,0.780146,0.827375,0.687491,0.77164,0.763048,0.62076
LOC100288778,3.42839,2.77889,6.52709,3.29197,3.25764,4.85064,2.66272,3.39611,3.81973,4.17911,3.4534,4.43381,3.08848,3.70785,3.54806,3.31129,3.62832,4.09581,3.70676,3.07373,4.41774,2.68334,3.62202,5.00374
LOC100288842,3.04707,3.08436,2.90628,3.40741,2.98459,3.55431,2.44188,3.04552,3.21319,3.08145,2.92444,2.68276,3.29603,3.58719,1.85352,2.95481,3.07802,3.23571,2.16411,3.08633,3.44409,2.5004,3.74512,2.66255
LOC100288846,0.758707,0.709751,0.52189,0.6099,0.481267,0.559189,0.809244,0.830305,0.888499,0.540692,0.712997,0.603794,0.840016,0.866987,0.720804,0.811829,0.755369,0.549793,0.550941,0.701886,0.728042,1.2976,1.08998,0.97347
LOC100288911,13.5271,14.8851,17.9963,14.1818,14.5866,17.7359,11.3479,16.1842,14.2342,21.1413,23.8339,25.6313,16.0142,19.069,14.032,8.67343,11.6509,10.4745,20.5813,19.8145,18.5052,11.9415,15.8268,18.8553
LOC100288974,0.7607,0.680761,0.575825,0.767886,0.48977,0.553856,0.690133,0.806195,0.540548,0.731919,0.996809,0.879163,1.09245,0.754826,0.663258,0.705609,0.762634,0.875766,0.623324,1.05299,0.490532,0.873784,1.0622,0.415089
LOC100289019,0.510086,0.277111,0.336474,0.392828,0.376758,0.385306,0.305402,0.298744,0.351351,0.541791,0.420512,0.609178,0.657538,0.480386,0.5568,0.452447,0.38628,0.506545,0.486031,0.371439,0.473173,0.497708,0.542415,0.610825
LOC100289092,4.018,4.05691,7.36037,5.08445,5.1176,6.65719,2.7246,4.11818,4.74373,3.40057,3.81718,4.26485,2.74481,4.03585,3.76233,3.73415,2.80956,4.56136,2.90968,2.76563,3.18941,2.09087,4.69776,4.11727
LOC100289137,0.0622704,0.0476809,0.0245456,0.0500392,0.00888612,0.0471628,0.0090801,0.0636097,0.050197,0.0316207,0.0196054,0.0415651,0.0249251,0.0195772,0.0542132,0.0355797,0.0319111,0.0132297,0.0741878,0.00992198,0.0144629,0.0301277,0.01087,0.0260542
LOC100289187,0.416872,0.679612,1.04982,0.696851,0.369242,0.541322,0.69864,0.924312,0.774569,0.954487,0.570044,0.891078,0.836741,0.315994,0.72612,0.425571,0.913771,0.766336,0.728462,0.497215,1.42105,0.447531,0.809065,0.96165
LOC100289230,0.990956,0.676186,0.380114,1.06632,0.753497,0.489657,0.603892,0.835081,0.484652,0.59479,1.389,0.83485,0.998847,0.776643,0.796222,0.609684,0.892891,0.717746,1.00202,0.913408,0.730604,0.712363,0.885792,0.650096
LOC100289341,1.36543,1.5175,1.4368,1.33126,1.38475,1.23383,1.99283,2.07466,1.73721,1.54778,1.75326,1.37048,1.17697,1.16664,1.0426,1.11928,1.24791,1.22225,1.69988,1.4097,1.00426,1.23651,1.42554,1.42083
LOC100289361,2.69199,3.06236,3.10053,2.50757,3.10487,2.54892,2.77523,3.24982,3.01974,2.36937,2.66066,2.04378,2.45746,2.40466,2.2617,2.48755,2.1441,3.22057,2.82217,3.23763,2.37427,1.7846,1.97454,2.89564
LOC100289473,0.0477301,0.148307,0.216703,0.0791119,0.0423557,0.098589,0.166004,0.205472,0.107501,0.289474,0.323124,0.182845,0.286028,0.340488,0.273781,0.167719,0.155249,0,0.537064,0.470234,0.118408,0.139859,0.157682,0.51181
LOC100289495,0.186792,0.161954,0.15138,0.24045,0.283508,0.201586,0.194192,0.190004,0.176784,0.332728,0.270188,0.206672,0.291881,0.263391,0.278078,0.246749,0.247528,0.296615,0.312376,0.442051,0.16637,0.364832,0.306151,0.223074
LOC100289509,0.0673593,0.0279104,0.109757,0.149228,0.0607632,0.276234,0.0282929,0.0619145,0.134359,0.165681,0.0580956,0.048293,0.163457,0.144888,0.155936,0.0558114,0.10255,0.0435811,0.116418,0.131231,0.327146,0.0967654,0.255953,0.0760681
LOC100289511,0.810217,1.10993,0.854175,1.14491,0.878417,1.15784,1.11641,0.96331,1.05739,0.535293,1.06641,0.806759,0.694976,1.05432,1.02017,0.892818,0.992475,1.04724,0.925048,1.12524,0.666995,0.988689,1.05807,1.49472
LOC100289561,1.23164,1.54189,2.62262,0.920212,2.92386,1.65714,1.37475,0.51026,3.00036,2.02129,2.17674,0.227174,0.995659,1.60898,1.30924,1.13515,0.771948,2.18007,1.20548,0.614329,2.74127,1.48688,1.71636,3.66008
LOC100289673,0.0882578,0.152857,0.16483,0.0239807,0.272549,0.0910233,0.180474,0.204399,0.247642,0.226473,0.0766464,0.140717,0.168158,0.107289,0.12709,0.244141,0.0558152,0.0637885,0.116541,0.100923,0.304035,0.112097,0.088272,0.320648
LOC100292680,0.103722,0.254157,0.233537,0.179058,0.115769,0.0941274,0.0910686,0.108585,0.166202,0.0572873,0.14312,0.0949552,0.214522,0.183043,0.137522,0.0986209,0.174334,0.263538,0.248975,0.0555502,0.162116,0.113911,0.202677,0.109484
LOC100294145,7.82705,8.29274,5.35447,7.78361,7.34994,4.99345,6.21487,6.23768,5.11601,7.12579,8.43287,6.31735,6.57171,6.57487,7.20749,6.49284,7.16064,5.63641,6.62067,6.47363,5.87826,6.29854,5.48953,4.27037
LOC100294362,0.209827,0.299753,0.484955,0.343902,0.437228,0.39675,0.312984,0.166188,0.374286,0.57591,0.453003,0.559633,0.544886,0.347447,0.526683,0.400897,0.288984,0.449189,0.317977,0.289108,0.332295,0.402361,0.289421,0.42864
